id	sentiment	review
"1520_7",	1,	"four stories written robert bloch various people live beautiful old mansion happens first denholm elliott novelist sees killer writing come life spooky moments twist end good second peter cushing becoming obsessed wax figure resembling dead wife third christopher lee child chloe franks scared leads pretty scary ending although ending story much worse last comedy jon petwee ingrid pitt chewing scenery cape turns people vampires also cute line christopher lee playing dracula good horror anthology nothing terrifying first one ending third gave pleasurable little chills also fourth one actually funny pitt makes sexy vampire also house looks beautiful creepy well directed nice atmospheric touches good unusual movie score good little horror anthology well worth seeking try see dvd lions gate one looks fantastic strong colors great sound"
"6235_1",	0,	"well done al gore become first person made billion dollars global warming lie like man made fable world one best lies sucked many people sure polution good thing would love tree keep growing global warming business employes thousands people mislead google many things add well done al failed politician went make lots money sucking world whats next santa real"
"2230_10",	1,	"ve looking name film years believe aired tv remember teenaged girl alone survived plane crash surviving amazon remember people looking family knew take care narrates story vividly remember knowing bugs skin remember much else movie want see one copy could email horsecoach hire hotmail com d curious attain copy see fact film remember aired thanksgiving us going problems film really impacted heavily thanks advance"
"11464_1",	0,	"claim sort expert marine life must say anyone modicum intelligence could possibly buy notion whale even mother clue revenge witnessed dead mate forced abortion humans mean really basically whole plot richard harris must extremely hard roles accepted junk kind movie bad paid cents see would feel like demanding money back"
"7700_2",	0,	"saw movie last night home thought long first second things saw movie way text even thought going comedy type movie like rest things isn funny movie fianc hitting girlfriend beatings movie way long talk wanting go sleep wondering end wake still playing things reunion much capture like lady singing felt like almost watching spiritual song show come perry better"
"2229_7",	1,	"ve read terrible things film prepared worst confusing muddled horribly structured may merit accusations film nowhere near horrific average dvd programmer fact actually aspirations attempted something beyond typical monster slasher nonsense god interesting things going ms barbeau miracle behold carries film squarely shoulders say masterpiece unholy ultimately collapses weight ambition many unexplained subplots trying coexist plot loopholes created time travel never really addressed example hope knows mother evil ultimately kill brother doesn kill ma film first sequence seems like would beat hell traveling future still give unholy points trying little ambition bad thing"
"8815_2",	0,	"yes going tell one read want surprises got one title christmas evil also another christmas horror dvd called silent night bloody night whereas silent night bloody night confused silent night deadly night lots potential close good one wasn quite good started interesting enough watching villain call watching neighborhood kids writing books naughty nice awhile looking action movie doesn deliver need character development goes overboard still never sure heck guy snaps hour kills three four people whole crowd watches terror guys kills aren even targets making fun one many unsuccessful attempts killer knock naughty proceeds try kill guy tries break house squeezing fireplace promptly gets stuck barely manages get enters basement tries kill guy smothering bedroom seem kill guy way grabs star tree slits guys throat heck tree even bedroom first place oh yeah killer kill stopped party fun well except town people chasing torches unresolved part brother tune wants play even kept talking something never really explained end ask well since spoilers tell runs road van proceeds well lets say lame"
"116_1",	0,	"believe praising movie herein aren thinking film prepared possibility would awful script lack thereof makes film also pointless plus side general level craft part actors technical crew quite competent ve got sow ear work make silk purse ben g fans stick movie dorothy fans stick galaxina peter b fans stick last picture show target fans cheap laughs expense seem asking stick peter b amazingly awful book killing unicorn"
"2090_10",	1,	"term classic film comes wonderful story woman bravery courage extreme loyalty poor olan got sold uncaring husband years learned appreciate yeah right pearl luise rainer beautiful star won best actress oscar year small role waste oscar great zigfield really didn show talent exotic beauty good earth shows really act beauty erased great costumes either people say didn show real emotions film like hell character olan shy timid woman inner strength quiet parts film eyes body convey emotions example scenes fall city looters shot people saying doesn act well film looking paul muni shows act well character likeable one never sees end story sweet loving dedicated wife mother special beauty greatest one beauty within like pearl get chance see film watch see one best films golden age hollywood created"
"10069_1",	0,	"awful film yea girls pretty good plot cowboy get involved indian maiden would interesting sex didn get way well okay might interesting badly paced partly acted imagine close ups dancing tushes looked like big screen probably laughable tv won even mention topless knife fight two women tied together spend whole thing chest chest never read old west film requires liberal use fast forward like schlock films ridiculous reason go sort films tend good plot taking back seat breasts original nudie cuties called originally nudist films films touching adult industry began grow film makers either tried clever tried exploit something else order put butts seats clever ones left hacks limited talent comedies often came best humor approaching first grade level infantile harmlessly fun something could rarely said genre cross dressed nudie ramrodder looks good couple nice pieces done neither western sex film need watch interest probably one rapist killer film played bobby beausoleil member manson family arrested murdering school teacher long filming wrapped obviously sort things ruin peoples lives"
"2982_1",	0,	"zombie review spoilers films actually bad re good zombi bad wretchedly unforgivably bad many ways whole new language may needed describe allmore film credited lucio fulci even standards absolutely coherency sense reason however blame fulci wasn really directed bruno mattei doesn even fulci sense style help carry film mattei seems brought little film staggering ineptitude m ashamed say much enjoyed every worthless minute zombi redeeming features genre known thin characters weak story lack film making skill zombi pushes boat even funnier nightmare city action starts death gas stolen military base damaged escape thief steal us military think creating cannibalistic legions living dead would good idea questions fail answered zombi hiding hotel infected thief goes mad green plastecine growing face tracked army somewhat foolishly decide best way dispose corpse burn sending death atmosphere resulting zombie birds attack people turn zombie people zombies cannibals zombie birds attack birds meet heroes trio horny gis coachload girls couple guys re important one important ll hard pressed remember anyone face let alone name find reason care end hiding hotel thief week ago place buzzing life buzzing flies escape undead point ll either completely sucked ll turned damned thing script appalling even greatest acting world couldn save well worst human characters zombie acting time low consistancy zombies behave shamble time honored style others engage full fist fights charge around machettes mention zombies still able talk gimmick gives film horrifying twist ending die gunshots chest rather head even get knocked good left hook punch zombie fact emphasis badly done action often makes resemble episode v zombies also spend lot time hiding seemingly waiting hours ridiculous places chance poor sap pass get fright life hide bushes garages huts roofs water even underneath pregnant women one point zombie follows woman stairs kill eat push water zombies wacky sense humour plenty gore though limbs hacked wounds ooze green pus much way flesh eating people getting faces mushed nothing match originals eyeball piercing bad make effects bag won let ve even mentioned awful music inexplicable flying zombie head scientist whose acting actually manages stand really bad final chilling punchline ingenious twist originals radio station overrun zombies zombi gives us actual zombie dj gone side escaping hero cry vowing continue fighting undead sequel sadly never came zombi rubbish would loss world every single print destroyed records existence erased yet somehow feel life richer seen say richer meant minutes shorter"
"2119_4",	0,	"seven pounds emotionally flat illogical morally disturbingthe movie distributed italy seven souls curious original title research found refers shakespeare merchant venice usurer shylock makes terrible bond merchant antonio give pound flesh case able repay debt whereas italian translation makes ben plan something deeply human characterized human sympathy original one though cultivated enough remain unperceived anyone makes reference flesh something cold rational deep rooted physical side man unfortunately think real quality ben plan revealed original title cold machination aimed donating parts body lacking authentic human empathy least audience given chance see perceive pure relation souls within whole movie exception love story girl seems sort non programmed incident ben yields incapable conveying true emotional involvement really didn like idea core movie idea person however devoured pain death beloved people caused takes resolute decision expiate sense guilt suicide besides improbable makes sense would liked think would positive end ben decided abandon idea committing suicide go living thus helping people maybe many standing near helping presence wouldn saved lives miraculously course would probably caused suffering think could constructive human moral point view many illogical disturbing things initial reference god creation seven days way according bible six mean woman suffering heart disease prevents running even singing without feeling bad normal sex man feeling destroyed death wife donated organs pieces body doesn seem feel much tried emotionally physically impaired condition movie saved good acting rest pure nonsense logical point view also human emotional one"
